meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,age,gender
0.179092345,0.074074958,0.208703704,0.109148148,0.244481481,0.135333333,8.364187069,126.8158702,0.913245432,0.530805204,0.090222222,0.179092345,0.119736429,0.044366197,0.270552147,0.659809847,0,2.41171875,2.41171875,0.097849854,fifties,male
0.178296422,0.057676353,0.197496574,0.118190955,0.222823207,0.104632252,1.975618044,7.605560051,0.920465363,0.391335262,0.220904523,0.178296422,0.12235557,0.043448276,0.279113924,0.857518404,0,6.890625,6.890625,0.082708333,twenties,male
0.213479688,0.03675978,0.2151067,0.197459057,0.240397022,0.042937965,2.222890169,8.09178318,0.867305287,0.238589541,0.200377171,0.213479688,0.161524988,0.043534057,0.279113924,1.086118666,0.193798828,8.118017578,7.92421875,0.110918972,fourties,female
0.183181004,0.058174653,0.166949654,0.14207305,0.245449161,0.103376111,1.767642308,6.488935934,0.911577189,0.431675373,0.144837117,0.183181004,0.141044174,0.044635628,0.268902439,1.589573995,0.129199219,8.677880859,8.548681641,0.164118822,fifties,male
0.187448471,0.06496061,0.206097838,0.130284414,0.241137656,0.110853242,1.258595529,4.124677023,0.926217825,0.479977161,0.224573379,0.187448471,0.122594604,0.045794393,0.270552147,0.943969067,0,4.371240234,4.371240234,0.085982983,fifties,male
0.232695591,0.043599009,0.242979079,0.229389121,0.25492887,0.025539749,2.757066519,10.70420675,0.838350409,0.249553724,0.253523013,0.232695591,0.206468794,0.046964856,0.277358491,2.123752332,0.043066406,8.677880859,8.634814453,0.183130882,teens,female
0.171340426,0.04524612,0.162652152,0.153092528,0.187313211,0.034220683,4.685664371,33.50008614,0.886056604,0.400488182,0.157525977,0.171340426,0.122908468,0.043235294,0.277358491,0.891064453,0,11.88632813,11.88632813,0.06031401,twenties,male
0.184082407,0.056803602,0.168331688,0.139861797,0.24213228,0.102270484,1.62047421,5.640449929,0.907678998,0.372674191,0.139308983,0.184082407,0.123974544,0.043235294,0.279113924,0.82069944,0,10.44360352,10.44360352,0.053092784,twenties,male
0.194064014,0.045401274,0.201279461,0.174410774,0.222962963,0.048552189,2.032073904,7.686136619,0.909404887,0.343519937,0.216363636,0.194064014,0.124216588,0.044055944,0.279113924,1.546289063,0,8.699414063,8.699414063,0.168316832,fourties,male
0.230531726,0.031062049,0.230551876,0.221589404,0.246931567,0.025342163,3.243884519,15.83837136,0.814491219,0.150263187,0.230551876,0.230531726,0.162153709,0.043620178,0.270552147,0.678726563,0.193798828,4.328173828,4.134375,0.165907118,twenties,female
0.151122989,0.075920725,0.139455253,0.088249027,0.223709468,0.135460441,0.819365697,3.730994927,0.965629688,0.717306781,0.124565499,0.151122989,0.099107807,0.043235294,0.272222222,0.230992543,0,0.602929688,0.602929688,0.222591362,twenties,male
0.219306502,0.039579224,0.224951012,0.198615284,0.246165905,0.047550621,1.632059655,5.150337613,0.883846926,0.251658747,0.198432397,0.219306502,0.177286237,0.043235294,0.270552147,0.674707031,0.215332031,1.205859375,0.990527344,0.248792271,thirties,female
0.182917944,0.044066518,0.179270073,0.157956204,0.212846715,0.054890511,1.810315538,6.534009111,0.899906084,0.363451376,0.16729927,0.182917944,0.144874677,0.046617336,0.279113924,1.021848366,0,9.560742188,9.560742188,0.086509587,twenties,male
0.157238506,0.064480395,0.146118252,0.102570694,0.212339332,0.109768638,2.900663828,13.69017613,0.907969215,0.498245847,0.102930591,0.157238506,0.129218866,0.043277723,0.279113924,1.690682706,0,11.24033203,11.24033203,0.162155481,thirties,male
0.170053633,0.061086747,0.151698113,0.132075472,0.220377358,0.088301887,2.528512474,10.50372294,0.929270952,0.565463967,0.13,0.170053633,0.112781834,0.043620178,0.279113924,0.82613972,0,6.524560547,6.524560547,0.087719298,twenties,male
0.172781657,0.062039566,0.183946711,0.114471274,0.227776853,0.113305579,1.298960485,4.511890592,0.93094857,0.492241843,0.22358035,0.172781657,0.121164949,0.043320236,0.279113924,1.191830167,0,11.025,11.025,0.10854252,thirties,male
0.202809592,0.051757021,0.208492308,0.163261538,0.248123077,0.084861538,0.801658218,2.838410816,0.922606749,0.37203517,0.245107692,0.202809592,0.10883554,0.04375,0.275625,0.952628906,0.193798828,3.919042969,3.725244141,0.163357628,thirties,male
0.224427405,0.045240107,0.232035595,0.195595106,0.261624027,0.066028921,1.952614513,6.513890609,0.861524333,0.25716801,0.264427141,0.224427405,0.170937356,0.045746888,0.277358491,0.376113281,0,1.528857422,1.528857422,0.147887324,thirties,female
0.204020225,0.042989556,0.20626393,0.184914956,0.226956012,0.042041056,2.147876912,8.186373125,0.894153676,0.314631059,0.186228739,0.204020225,0.155090218,0.043235294,0.279113924,0.771679688,0.021533203,5.900097656,5.878564453,0.100771569,thirties,female
0.166417469,0.061798344,0.176981132,0.109245283,0.212075472,0.102830189,1.964210172,8.038110142,0.926752237,0.48306645,0.099433962,0.166417469,0.118212316,0.043968096,0.277358491,0.495532837,0,10.22827148,10.22827148,0.037257618,sixties,male
0.19791463,0.047251343,0.191830489,0.175844614,0.221165391,0.045320777,2.29371169,8.742986795,0.886764958,0.328445784,0.178811065,0.19791463,0.156338546,0.043192948,0.277358491,1.622424316,0,6.567626953,6.567626953,0.176299766,thirties,female
0.17000076,0.060626581,0.167643312,0.125938266,0.216344929,0.090406663,0.749510186,2.953555974,0.954460503,0.583329983,0.138422342,0.17000076,0.115564962,0.043192948,0.279113924,1.132524598,0,7.407421875,7.407421875,0.119588075,fourties,male
0.203338509,0.054863756,0.213617021,0.16893617,0.246595745,0.077659574,1.297706759,4.415304416,0.92985758,0.453585603,0.249787234,0.203338509,0.130820153,0.043108504,0.279113924,1.215845788,0,6.438427734,6.438427734,0.174876708,fifties,male
0.184768553,0.065497711,0.201893253,0.126042296,0.24672709,0.120684794,1.230696859,3.789023737,0.924851615,0.470765708,0.129425982,0.184768553,0.126692556,0.043362832,0.272222222,1.473620075,0.043066406,12.89838867,12.85532227,0.101911071,fourties,male
0.216822875,0.054411514,0.243737705,0.207016393,0.253836066,0.046819672,3.876880189,21.40958557,0.840074311,0.288034011,0.253836066,0.216822875,0.120479376,0.044500505,0.264071856,2.703458921,0,7.213623047,7.213623047,0.1368712,twenties,male
0.199807372,0.057222204,0.209419569,0.167628524,0.246567164,0.07893864,0.802353358,2.478398399,0.933619456,0.520605665,0.167628524,0.199807372,0.128280895,0.04375,0.277358491,1.985195688,0,13.32905273,13.32905273,0.147319025,twenties,male
0.218414499,0.047107054,0.230364964,0.212846715,0.242043796,0.02919708,3.47309252,17.1126156,0.862652687,0.317099718,0.230364964,0.218414499,0.152719081,0.046129707,0.272222222,1.91253995,0.193798828,12.3815918,12.18779297,0.087827785,twenties,female
0.237404597,0.037937969,0.24286385,0.22084507,0.266197183,0.045352113,2.202675275,8.235205621,0.835801828,0.18618534,0.272112676,0.237404597,0.175357726,0.043577075,0.272222222,0.637382813,0,2.75625,2.75625,0.115767045,teens,female
0.182945579,0.057586031,0.161353116,0.146563798,0.243774481,0.097210682,2.421286212,9.326502661,0.884264566,0.339458146,0.154872404,0.182945579,0.118206427,0.043534057,0.254913295,0.583102085,0,5.986230469,5.986230469,0.081852885,twenties,male
0.174320989,0.057177963,0.185392491,0.122957907,0.215335609,0.092377702,1.748616608,7.058800355,0.93149751,0.52624527,0.21629124,0.174320989,0.125137048,0.044455645,0.273913043,1.427493807,0.021533203,5.017236328,4.995703125,0.2146098,thirties,male
0.209022421,0.047591255,0.21212766,0.182978723,0.244042553,0.06106383,1.377736679,4.481333647,0.91071135,0.331669617,0.239787234,0.209022421,0.152880953,0.043620178,0.275625,0.730693359,0,7.967285156,7.967285156,0.091109531,fifties,female
0.171510064,0.065037867,0.163478261,0.124782609,0.234347826,0.109565217,1.30469301,4.524288824,0.943521478,0.61636788,0.13826087,0.171510064,0.142400083,0.0441,0.275625,0.690087891,0.129199219,8.290283203,8.161083984,0.13412489,twenties,male
0.199689294,0.056237094,0.214956982,0.148987426,0.243679682,0.094692257,1.256253547,3.998476726,0.924242892,0.425578247,0.243494375,0.199689294,0.140731206,0.04637224,0.277358491,1.725311028,0.129199219,6.54609375,6.416894531,0.157667277,twenties,male
0.206217388,0.057393503,0.22875721,0.147121133,0.249900367,0.102779234,2.064719572,7.682144812,0.899213751,0.336340608,0.247551127,0.206217388,0.129915529,0.043491124,0.279113924,0.584780273,0.107666016,3.273046875,3.165380859,0.08508478,fifties,male
0.208223258,0.051212735,0.225648574,0.1949954,0.244710212,0.049714811,1.783433774,5.56948086,0.880503694,0.269813264,0.22925483,0.208223258,0.116509451,0.043108504,0.279113924,0.532329022,0.064599609,3.143847656,3.079248047,0.062078273,fourties,male
0.243819784,0.04135081,0.253530281,0.234918759,0.268833087,0.033914328,2.410019819,8.32097643,0.81574002,0.192983518,0.28,0.243819784,0.155691652,0.04537037,0.265662651,1.42005808,0,5.921630859,5.921630859,0.080641711,teens,female
0.173954921,0.059635196,0.179040853,0.125328597,0.22330373,0.097975133,2.279909405,10.62133436,0.917145576,0.496772947,0.128809947,0.173954921,0.127905023,0.044188377,0.277358491,0.975547724,0.043066406,10.20673828,10.16367188,0.087711864,thirties,male
0.162675428,0.057728486,0.161915285,0.113959484,0.207808471,0.093848987,0.864619027,3.196871148,0.941519202,0.545848149,0.217090239,0.162675428,0.097195031,0.04370664,0.277358491,0.44815979,0.086132813,2.648583984,2.562451172,0.130116563,thirties,male
0.170152678,0.05356761,0.185361305,0.127272727,0.21016317,0.082890443,1.606050756,5.23580585,0.912668338,0.456380417,0.191235431,0.170152678,0.108614707,0.043108504,0.259411765,0.197387695,0.129199219,0.538330078,0.409130859,0.0625,thirties,male
0.186104891,0.041959661,0.188431002,0.173610586,0.211190926,0.03758034,2.749430154,11.90377934,0.868643355,0.364363585,0.181020794,0.186104891,0.139788353,0.045138178,0.259411765,0.439123535,0,3.079248047,3.079248047,0.128205128,thirties,male
0.158904239,0.059214195,0.129170183,0.110267229,0.217383966,0.107116737,3.392606354,16.92059861,0.859182846,0.345088773,0.109873418,0.158904239,0.100482397,0.044366197,0.256395349,1.51979081,0.107666016,5.663232422,5.555566406,0.187827362,twenties,male
0.21117612,0.052267797,0.228770571,0.166156825,0.247744434,0.081587609,2.99799201,14.78634927,0.872166335,0.277919283,0.22714424,0.21117612,0.126869326,0.044680851,0.273913043,0.980673166,0.150732422,7.299755859,7.149023438,0.071029573,fourties,male
0.220080288,0.040073633,0.230944255,0.214061433,0.238589306,0.024527873,3.656818276,18.25818613,0.825097623,0.250502005,0.238589306,0.220080288,0.202673175,0.046865037,0.279113924,1.03152325,0.193798828,7.967285156,7.773486328,0.123014303,twenties,female
0.182980979,0.072979552,0.156501112,0.126819867,0.261942179,0.135122313,2.030614643,6.847139779,0.910734742,0.471320169,0.27460341,0.182980979,0.126103949,0.044144144,0.272222222,0.638326734,0,6.567626953,6.567626953,0.051578175,thirties,male
0.195881492,0.05848116,0.21800823,0.142650206,0.245662551,0.103012346,1.691446202,5.57721285,0.899784638,0.332746427,0.146798354,0.195881492,0.120488646,0.043836978,0.277358491,0.521170807,0.107666016,5.232568359,5.124902344,0.084791294,sixties,male
0.197537465,0.0580421,0.187443797,0.155503747,0.258551207,0.10304746,2.429605701,10.26265636,0.897428411,0.349831158,0.164129892,0.197537465,0.126887847,0.043620178,0.264071856,0.877771662,0,5.792431641,5.792431641,0.070340404,fifties,male
0.229686796,0.040021799,0.23826087,0.207826087,0.25942029,0.051594203,2.370843592,9.527539279,0.856970026,0.213586353,0.259710145,0.229686796,0.171333632,0.048945616,0.279113924,1.235674579,0.064599609,9.517675781,9.453076172,0.083538655,thirties,female
0.188811225,0.05848452,0.203590664,0.134470377,0.237019749,0.102549372,1.244213589,4.420291807,0.928256423,0.430398994,0.118635548,0.188811225,0.110490701,0.043663366,0.275625,0.767530952,0,6.029296875,6.029296875,0.117722372,thirties,male
0.184596555,0.051278911,0.193472222,0.147777778,0.222638889,0.074861111,1.286840379,4.425241946,0.924836078,0.486308406,0.205625,0.184596555,0.119656949,0.043836978,0.277358491,1.386123047,0,6.998291016,6.998291016,0.142004662,thirties,male
0.169345538,0.06256027,0.146461538,0.120615385,0.23095858,0.110343195,2.819609333,13.80755939,0.912111792,0.498146975,0.117301775,0.169345538,0.12447828,0.046666667,0.277358491,1.902323914,0.107666016,7.816552734,7.708886719,0.180890002,thirties,male
0.235181473,0.043048225,0.243827751,0.221555024,0.262583732,0.041028708,1.956477696,6.419806828,0.860868685,0.228746589,0.274976077,0.235181473,0.156472816,0.043277723,0.273913043,0.727629431,0,6.287695313,6.287695313,0.027456306,fifties,female
0.182458905,0.041108504,0.186115214,0.166262925,0.19521418,0.028951256,3.710960027,20.02271829,0.850246737,0.332656964,0.186942393,0.182458905,0.129462037,0.043405512,0.275625,0.756123047,0.129199219,5.921630859,5.792431641,0.117332714,twenties,female
0.20888927,0.060490443,0.231391679,0.141807747,0.258708752,0.116901004,1.95620599,7.297413515,0.894084539,0.372406499,0.260315638,0.20888927,0.112602255,0.043235294,0.279113924,0.989912109,0.129199219,5.663232422,5.534033203,0.110835986,twenties,male
0.184292957,0.054802281,0.168269231,0.151442308,0.231201923,0.079759615,2.625017346,11.24853094,0.891621359,0.387351717,0.167932692,0.184292957,0.12604718,0.043277723,0.273913043,0.487637329,0,3.057714844,3.057714844,0.080311657,thirties,male
0.217854648,0.047373029,0.226134897,0.206592375,0.246498534,0.039906158,2.284169323,8.461516925,0.88929525,0.337671209,0.221372434,0.217854648,0.16842701,0.043192948,0.279113924,1.119726563,0,13.04912109,13.04912109,0.079997893,thirties,female
0.144253881,0.063963515,0.121966102,0.09159322,0.193627119,0.102033898,2.772931231,12.48946523,0.923139157,0.542636443,0.078779661,0.144253881,0.108300745,0.043793446,0.273913043,1.570455655,0,14.62104492,14.62104492,0.14532315,fourties,male
0.173327928,0.065047928,0.1943379,0.119756469,0.226727549,0.106971081,1.528177646,5.530781697,0.937726911,0.579221529,0.213515982,0.173327928,0.138703824,0.04490835,0.275625,1.516072083,0,12.29545898,12.29545898,0.115043179,teens,male
0.185711803,0.060923382,0.17382999,0.134250239,0.243896848,0.109646609,1.007287183,3.500470303,0.930465773,0.454382625,0.277058262,0.185711803,0.117706028,0.043405512,0.277358491,1.004606746,0,5.447900391,5.447900391,0.143341131,thirties,male
0.212991451,0.05154581,0.222115385,0.200913462,0.250048077,0.049134615,1.858976851,5.741200094,0.888160309,0.407692171,0.202596154,0.212991451,0.144823574,0.043968096,0.272222222,0.796728516,0,6.459960938,6.459960938,0.119401709,twenties,female
0.187984201,0.057616678,0.197211538,0.145048077,0.226153846,0.081105769,1.07198404,3.45768747,0.928297987,0.459109077,0.185432692,0.187984201,0.122177329,0.043620178,0.273913043,1.393198242,0,6.503027344,6.503027344,0.19215037,twenties,male
0.155991055,0.063237741,0.139736015,0.106473916,0.211187932,0.104714016,1.817121814,7.240752737,0.941921157,0.574445875,0.107529855,0.155991055,0.12249152,0.04490835,0.279113924,0.795474154,0,8.742480469,8.742480469,0.123793103,thirties,male
0.230390951,0.055310709,0.244967801,0.232345906,0.26299908,0.030653174,2.782850106,11.03363096,0.852118089,0.325162255,0.240331187,0.230390951,0.170739409,0.043968096,0.279113924,0.791088867,0.236865234,10.46513672,10.22827148,0.045405405,twenties,female
0.146388339,0.06786344,0.126364666,0.100203851,0.207225368,0.107021518,4.074579134,27.61342249,0.92204906,0.546886422,0.104801812,0.146388339,0.113150037,0.043577075,0.277358491,0.522897949,0,6.029296875,6.029296875,0.10704804,twenties,male
0.170107296,0.063253852,0.183805497,0.10744186,0.218139535,0.110697674,1.764228083,7.463765017,0.93311794,0.528310875,0.107145877,0.170107296,0.104848554,0.043192948,0.277358491,1.180737305,0,6.072363281,6.072363281,0.152968989,thirties,male
0.176669393,0.05557381,0.159768935,0.138562259,0.216739409,0.07817715,1.822012619,6.188383089,0.908476499,0.382827493,0.140359435,0.176669393,0.132440737,0.043320236,0.272222222,1.275428185,0,6.567626953,6.567626953,0.131284153,fifties,male
0.180961657,0.042267075,0.185701625,0.170812408,0.19521418,0.024401773,3.539230411,16.81825244,0.84327531,0.352792366,0.186942393,0.180961657,0.137136991,0.044680851,0.272222222,0.394999695,0.150732422,1.528857422,1.378125,0.146205357,twenties,female
0.166099345,0.058811247,0.146805556,0.132222222,0.198333333,0.066111111,2.469918726,9.79280571,0.87377468,0.382747522,0.143888889,0.166099345,0.11867788,0.043448276,0.2296875,0.551054244,0.043066406,3.854443359,3.811376953,0.110304009,fourties,male
0.138294794,0.066832987,0.125467626,0.090359712,0.197410072,0.10705036,1.604471418,6.794723398,0.961249024,0.708513997,0.109064748,0.138294794,0.113792785,0.0441,0.277358491,0.372397748,0,7.751953125,7.751953125,0.068686869,sixties,male
0.208951601,0.055506495,0.222662116,0.16596132,0.256427759,0.090466439,1.639006567,5.720134062,0.914909456,0.415960112,0.250375427,0.208951601,0.134795248,0.045045965,0.275625,0.799895163,0.086132813,9.883740234,9.797607422,0.048579007,thirties,female
0.208921788,0.05015117,0.21,0.180994475,0.250994475,0.07,1.327029673,4.479885402,0.906919015,0.309381732,0.278839779,0.208921788,0.102661921,0.043192948,0.264071856,0.430664063,0,2.519384766,2.519384766,0.07041107,fourties,male
0.182271649,0.054278267,0.189277108,0.142048193,0.225180723,0.08313253,2.062817576,9.430818076,0.93800579,0.448353405,0.198674699,0.182271649,0.111419445,0.043620178,0.279113924,0.431211517,0,3.746777344,3.746777344,0.104305303,sixties,male
0.159513311,0.074486562,0.145537701,0.110234858,0.237775031,0.127540173,20.54275512,553.0764094,0.918219337,0.57499144,0.050012361,0.159513311,0.096233063,0.043108504,0.275625,0.22772378,0,1.959521484,1.959521484,0.097704276,fourties,male
0.21257055,0.058197998,0.241100671,0.15766443,0.257825503,0.100161074,2.454980498,10.20185288,0.898997751,0.34774231,0.248241611,0.21257055,0.119304559,0.043235294,0.277358491,1.321157412,0,8.290283203,8.290283203,0.11525974,fifties,female
0.185925991,0.052867296,0.202173913,0.141304348,0.22173913,0.080434783,2.541609278,11.68175163,0.90239836,0.407289097,0.217826087,0.185925991,0.109816189,0.043534057,0.260946746,0.984729943,0,4.952636719,4.952636719,0.059963768,twenties,male
0.167850885,0.058277861,0.180731707,0.11195122,0.215121951,0.103170732,1.656413628,5.896918017,0.924676611,0.473003932,0.107073171,0.167850885,0.11659391,0.043836978,0.273913043,0.545704463,0,7.751953125,7.751953125,0.061723856,teens,male
0.182255719,0.055267423,0.162831858,0.144778761,0.245663717,0.100884956,2.159347829,8.073666607,0.877257972,0.317971239,0.162123894,0.182255719,0.12869302,0.044726166,0.273913043,0.802001953,0,5.081835938,5.081835938,0.138080324,twenties,male
0.140961288,0.060478333,0.118069433,0.10811177,0.197019475,0.088907705,4.448399081,25.62840072,0.890498817,0.500537826,0.117832345,0.140961288,0.107995252,0.046033403,0.249152542,0.421855025,0,1.248925781,1.248925781,0.2,fourties,male
0.17979578,0.057044857,0.183026521,0.133666147,0.22474259,0.091076443,0.72289784,2.886465575,0.946662758,0.545156805,0.126895476,0.17979578,0.131540955,0.04375,0.277358491,1.891489046,0,10.96040039,10.96040039,0.139423707,twenties,male
0.179714427,0.06721785,0.151217949,0.132820513,0.256891026,0.124070513,2.52007612,10.16308258,0.896516912,0.425312022,0.13349359,0.179714427,0.133449458,0.043448276,0.260946746,0.693164063,0,5.447900391,5.447900391,0.125381498,twenties,male
0.166845074,0.061569753,0.170720648,0.111093117,0.207222672,0.096129555,2.710783684,13.17556941,0.926418329,0.519990006,0.085473684,0.166845074,0.105008953,0.043235294,0.279113924,0.958526611,0,3.962109375,3.962109375,0.21114536,sixties,male
0.186487035,0.060134728,0.194606742,0.134831461,0.238202247,0.103370787,0.937706252,3.587490874,0.937459863,0.514489928,0.201797753,0.186487035,0.124740928,0.046129707,0.267272727,0.871695964,0.129199219,8.010351563,7.881152344,0.093333333,twenties,male
0.175876699,0.057612434,0.156045845,0.136590258,0.223438395,0.086848138,2.208455164,8.426440498,0.904442289,0.387397556,0.133381089,0.175876699,0.133161866,0.043663366,0.273913043,0.667045405,0,4.866503906,4.866503906,0.10279893,fourties,male
0.170327523,0.058980294,0.173870968,0.125698925,0.213387097,0.087688172,0.858293554,4.104474043,0.947537737,0.554816466,0.153548387,0.170327523,0.114031304,0.043577075,0.268902439,1.000465745,0.086132813,3.703710938,3.617578125,0.147321429,sixties,male
0.168717284,0.062449328,0.148252947,0.120042872,0.228081458,0.108038585,2.947253425,15.24891196,0.92078113,0.525093168,0.120643087,0.168717284,0.129074387,0.043620178,0.273913043,1.948447266,0,13.28598633,13.28598633,0.047163695,fourties,male
0.167469331,0.048795305,0.172248276,0.153324138,0.186344828,0.03302069,2.902508055,12.34239188,0.890106271,0.436336677,0.182289655,0.167469331,0.151945009,0.04656811,0.264071856,1.296298828,0,10.16367188,10.16367188,0.116374092,fourties,male
